rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/learning_rate,train/loss
23.0,23.0,19823,0,92,0.9825200000000005,4,,,
25.5,25.5,729,0,204,0.9612400000000003,8,103,0.005,0.00011963024735450745
29.416666666666668,29.416666666666668,530,0,353,0.9329300000000005,12,252,0.005,0.00019100078498013318
28.375,28.375,478,0,454,0.9137400000000002,16,353,0.005,2.78742936643539e-05
25.7,25.7,453,1,514,0.9023400000000005,20,413,0.005,0.08902683854103088
24.833333333333332,24.833333333333332,425,1,596,0.8867599999999997,24,495,0.005,0.015609991736710072
24.214285714285715,24.214285714285715,393,1,678,0.8711799999999998,28,577,0.005,0.011035955511033535
22.75,22.75,382,1,728,0.8616799999999998,32,627,0.005,0.01081848330795765
25.055555555555557,25.055555555555557,379,2,902,0.8286199999999995,36,801,0.005,0.0062791891396045685
24.525,24.525,377,2,981,0.8136100000000003,40,880,0.005,0.0022888395469635725
24.772727272727273,24.772727272727273,378,2,1090,0.7928999999999996,44,989,0.005,0.01979159563779831
23.958333333333332,23.958333333333332,377,3,1150,0.7814999999999999,48,1049,0.005,0.028091374784708023
24.057692307692307,24.057692307692307,371,3,1251,0.7623099999999996,52,1150,0.005,0.004285699222236872
23.446428571428573,23.446428571428573,371,3,1313,0.7505300000000005,56,1212,0.005,0.013876689597964287
23.25,23.25,372,3,1395,0.7349499999999998,60,1294,0.005,0.005957697052508593
23.171875,23.171875,370,4,1483,0.7182299999999998,64,1382,0.005,0.011333183385431767
23.897058823529413,23.897058823529413,368,4,1625,0.6912500000000004,68,1524,0.005,0.009210009127855301
24.63888888888889,24.63888888888889,369,4,1774,0.6629400000000004,72,1673,0.005,0.001667809672653675
24.013157894736842,24.013157894736842,369,4,1825,0.6532500000000003,76,1724,0.005,0.0051111504435539246
23.775,23.775,370,5,1902,0.6386200000000004,80,1801,0.005,0.01177050732076168
23.952380952380953,23.952380952380953,369,5,2012,0.6177199999999996,84,1911,0.005,0.042929165065288544
24.772727272727273,24.772727272727273,371,5,2180,0.5858000000000003,88,2079,0.005,0.013704491779208183
24.73913043478261,24.73913043478261,370,6,2276,0.56756,92,2175,0.005,0.0056563629768788815
24.5,24.5,370,6,2352,0.5531200000000003,96,2251,0.005,0.007218952290713787
24.57,24.57,370,6,2457,0.5331700000000004,100,2356,0.005,0.026621220633387566
24.53,24.53,370,6,2545,0.5164500000000005,104,2444,0.005,0.008631063625216484
24.64,24.64,369,7,2668,0.4930800000000004,108,2567,0.005,0.012204878032207489
24.43,24.43,363,7,2796,0.4687600000000003,112,2695,0.005,0.01819864846765995
24.35,24.35,362,7,2889,0.45109000000000066,116,2788,0.005,0.004024547524750233
25.86,25.86,362,8,3100,0.4109999999999996,120,2999,0.005,0.01169661246240139
26.23,26.23,362,8,3219,0.3883900000000001,124,3118,0.005,0.008649401366710663
27.15,27.15,360,9,3393,0.3553299999999998,128,3292,0.005,0.033672768622636795
28.46,28.46,360,9,3574,0.3209400000000002,132,3473,0.005,0.011117912828922272
28.49,28.49,360,10,3751,0.2873100000000003,136,3650,0.005,0.008633675053715706
29.8,29.8,360,10,3961,0.24741000000000057,140,3860,0.005,0.006061194464564323
31.04,31.04,358,11,4194,0.20314000000000054,144,4093,0.005,0.03075309284031391
33.6,33.6,359,12,4510,0.14309999999999945,148,4409,0.005,0.03330431133508682
36.66,36.66,354,13,4917,0.06577000000000022,152,4816,0.005,0.012222284451127052
39.44,39.44,354,14,5257,0.05,156,5156,0.005,0.010913531295955181
42.99,42.99,355,15,5694,0.05,160,5593,0.005,0.055211860686540604
46.5,46.5,356,17,6133,0.05,164,6032,0.005,0.033485621213912964
49.41,49.41,357,18,6566,0.05,168,6465,0.005,0.017794420942664146
52.07,52.07,353,19,6981,0.05,172,6880,0.005,0.14456391334533691
54.87,54.87,354,20,7312,0.05,176,7211,0.005,0.1422581672668457
58.41,58.41,353,21,7743,0.05,180,7642,0.005,0.010950440540909767
61.69,61.69,353,23,8181,0.05,184,8080,0.005,0.20512688159942627
64.39,64.39,353,24,8619,0.05,188,8518,0.005,0.04857662320137024
67.44,67.44,352,25,9020,0.05,192,8919,0.005,0.20592808723449707
77.45,77.45,351,28,10097,0.05,196,9996,0.005,0.008912124671041965
79.89,79.89,352,29,10446,0.05,200,10345,0.005,0.1849900484085083
90.2,90.2,350,33,11565,0.05,204,11464,0.005,0.02544390596449375
96.38,96.38,351,35,12306,0.05,208,12205,0.005,0.12124402076005936
99.76,99.76,350,36,12772,0.05,212,12671,0.005,0.02908427082002163
103.4,103.4,350,37,13229,0.05,216,13128,0.005,0.01590603217482567
107.62,107.62,351,39,13862,0.05,220,13761,0.005,0.014397221617400646
110.13,110.13,351,40,14232,0.05,224,14131,0.005,0.03171280771493912
111.8,111.8,351,41,14573,0.05,228,14472,0.005,0.10945829749107361
114.32,114.32,349,42,15006,0.05,232,14905,0.005,0.23988068103790283
113.76,113.76,349,43,15127,0.05,236,15026,0.005,0.01743389666080475
112.8,112.8,349,43,15241,0.05,240,15140,0.005,0.008534523658454418
111.92,111.92,349,43,15386,0.05,244,15285,0.005,0.03159266337752342
110.42,110.42,349,44,15552,0.05,248,15451,0.005,0.014018812216818333
107.37,107.37,349,44,15654,0.05,252,15553,0.005,0.005581551231443882
105.47,105.47,349,45,15804,0.05,256,15703,0.005,0.00885795895010233
102.47,102.47,349,45,15941,0.05,260,15840,0.005,0.008813614957034588
101.2,101.2,349,46,16253,0.05,264,16152,0.005,0.003042864613234997
99.21,99.21,350,47,16487,0.05,268,16386,0.005,0.0031188209541141987
98.61,98.61,348,48,16842,0.05,272,16741,0.005,0.33280429244041443
97.68,97.68,349,48,17080,0.05,276,16979,0.005,0.352413147687912
96.7,96.7,349,49,17413,0.05,280,17312,0.005,0.019789719954133034
96.14,96.14,349,50,17795,0.05,284,17694,0.005,0.027907706797122955
95.39,95.39,349,52,18158,0.05,288,18057,0.005,0.4164966642856598
94.22,94.22,349,52,18442,0.05,292,18341,0.005,0.005404318682849407
85.92,85.92,347,53,18689,0.05,296,18588,0.005,0.015134032815694809
84.34,84.34,348,54,18880,0.05,300,18779,0.005,0.4260195791721344
74.74,74.74,348,54,19039,0.05,304,18938,0.005,0.4233841300010681
69.34,69.34,348,55,19240,0.05,308,19139,0.005,0.006265098694711924
65.94,65.94,348,55,19366,0.05,312,19265,0.005,0.004809227306395769
63.48,63.48,348,56,19577,0.05,316,19476,0.005,0.6760963797569275
59.0,59.0,348,56,19762,0.05,320,19661,0.005,0.0047055017203092575
57.13,57.13,348,57,19945,0.05,324,19844,0.005,0.3820432424545288
55.86,55.86,348,57,20159,0.05,328,20058,0.005,0.01999852806329727
54.21,54.21,348,58,20427,0.05,332,20326,0.005,0.804008960723877
55.39,55.39,347,59,20666,0.05,336,20565,0.005,0.004481127019971609
56.87,56.87,347,60,20928,0.05,340,20827,0.005,0.01785118132829666
58.22,58.22,347,60,21208,0.05,344,21107,0.005,0.29421737790107727
61.14,61.14,347,62,21666,0.05,348,21565,0.005,0.44612106680870056
63.63,63.63,347,63,22017,0.05,352,21916,0.005,0.3843148648738861
65.46,65.46,348,64,22350,0.05,356,22249,0.005,0.024274518713355064
67.33,67.33,347,65,22674,0.05,360,22573,0.005,0.004367286805063486
67.45,67.45,347,66,22998,0.05,364,22897,0.005,0.40058621764183044
68.32,68.32,347,67,23319,0.05,368,23218,0.005,0.7185498476028442
67.93,67.93,347,67,23635,0.05,372,23534,0.005,0.44730520248413086
69.54,69.54,348,69,24034,0.05,376,23933,0.005,1.631441593170166
71.1,71.1,347,70,24523,0.05,380,24422,0.005,0.1141696646809578
70.81,70.81,347,71,24876,0.05,384,24775,0.005,0.4502095580101013
70.31,70.31,347,72,25189,0.05,388,25088,0.005,0.609363853931427
70.11,70.11,347,73,25453,0.05,392,25352,0.005,0.44886356592178345
69.68,69.68,348,73,25657,0.05,396,25556,0.005,0.4613669514656067
69.15,69.15,348,74,25795,0.05,400,25694,0.005,0.9249942302703857
68.67,68.67,348,74,25906,0.05,404,25805,0.005,0.08373253047466278
67.71,67.71,348,74,26011,0.05,408,25910,0.005,0.1311095505952835
69.47,69.47,348,75,26313,0.05,412,26212,0.005,0.02791360579431057
70.48,70.48,347,76,26625,0.05,416,26524,0.005,0.034402649849653244
71.14,71.14,347,77,26876,0.05,420,26775,0.005,0.43845030665397644
74.26,74.26,347,78,27371,0.05,424,27270,0.005,0.5896324515342712
76.83,76.83,347,80,27842,0.05,428,27741,0.005,0.09253820776939392
79.73,79.73,347,81,28400,0.05,432,28299,0.005,0.05309222638607025
83.69,83.69,347,83,29035,0.05,436,28934,0.005,0.16889135539531708
85.37,85.37,347,84,29465,0.05,440,29364,0.005,0.058053839951753616
86.2,86.2,347,85,29828,0.05,444,29727,0.005,0.010519341565668583
84.88,84.88,347,86,30154,0.05,448,30053,0.005,0.008300659246742725
84.64,84.64,347,87,30481,0.05,452,30380,0.005,0.022382400929927826
83.56,83.56,347,88,30706,0.05,456,30605,0.005,0.04103424400091171
82.45,82.45,347,89,30919,0.05,460,30818,0.005,0.9264762997627258
82.25,82.25,347,89,31223,0.05,464,31122,0.005,0.10408835858106613
80.56,80.56,347,90,31375,0.05,468,31274,0.005,0.4100499749183655
79.18,79.18,347,90,31553,0.05,472,31452,0.005,0.4047849476337433
78.02,78.02,347,91,31836,0.05,476,31735,0.005,0.40517792105674744
78.9,78.9,347,93,32413,0.05,480,32312,0.005,0.49859699606895447
79.01,79.01,347,94,32777,0.05,484,32676,0.005,0.6660181283950806
78.8,78.8,347,95,33069,0.05,488,32968,0.005,0.02857263572514057
82.41,82.41,347,96,33694,0.05,492,33593,0.005,0.008647610433399677
83.69,83.69,347,97,34026,0.05,496,33925,0.005,0.6991711258888245
87.59,87.59,347,99,34554,0.05,500,34453,0.005,0.38139861822128296
90.96,90.96,347,100,35002,0.05,504,34901,0.005,0.09747017920017242
96.4,96.4,347,102,35651,0.05,508,35550,0.005,0.503492534160614
97.48,97.48,347,103,36061,0.05,512,35960,0.005,0.5008028745651245
99.76,99.76,347,105,36601,0.05,516,36500,0.005,0.005932952277362347
102.74,102.74,347,106,37150,0.05,520,37049,0.005,0.5912962555885315
101.3,101.3,347,107,37501,0.05,524,37400,0.005,0.0512053519487381
100.8,100.8,347,109,37922,0.05,528,37821,0.005,0.4445006251335144
100.61,100.61,346,110,38461,0.05,532,38360,0.005,0.4104149341583252
97.08,97.08,346,111,38743,0.05,536,38642,0.005,0.07448594272136688
96.62,96.62,346,112,39127,0.05,540,39026,0.005,0.043853238224983215
94.96,94.96,347,113,39324,0.05,544,39223,0.005,0.6832007169723511
93.37,93.37,347,113,39491,0.05,548,39390,0.005,0.5621539354324341
91.48,91.48,347,114,39629,0.05,552,39528,0.005,0.016943160444498062
90.1,90.1,347,114,39716,0.05,556,39615,0.005,0.10604281723499298
89.14,89.14,347,114,39833,0.05,560,39732,0.005,0.01040986180305481
87.22,87.22,347,115,39945,0.05,564,39844,0.005,0.008212672546505928
86.61,86.61,347,115,40036,0.05,568,39935,0.005,0.015542617067694664
86.46,86.46,347,115,40199,0.05,572,40098,0.005,0.1671210527420044
85.05,85.05,346,116,40341,0.05,576,40240,0.005,0.04398663714528084
81.38,81.38,346,116,40551,0.05,580,40450,0.005,0.5929906964302063
82.04,82.04,346,118,40981,0.05,584,40880,0.005,0.2868531048297882
82.82,82.82,347,119,41351,0.05,588,41250,0.005,0.5160394906997681
81.2,81.2,347,120,41814,0.05,592,41713,0.005,0.008666524663567543
82.99,82.99,346,122,42325,0.05,596,42224,0.005,0.24509474635124207
82.65,82.65,346,123,42819,0.05,600,42718,0.005,0.058747194707393646
82.01,82.01,346,124,43203,0.05,604,43102,0.005,0.023579029366374016
79.12,79.12,347,125,43563,0.05,608,43462,0.005,0.3942785859107971
78.41,78.41,347,126,43902,0.05,612,43801,0.005,0.4812978506088257
75.08,75.08,347,127,44109,0.05,616,44008,0.005,0.011764660477638245
70.94,70.94,347,127,44244,0.05,620,44143,0.005,0.01046660915017128
69.65,69.65,346,128,44466,0.05,624,44365,0.005,0.006683416198939085
66.82,66.82,346,128,44604,0.05,628,44503,0.005,0.3094870150089264
63.08,63.08,346,129,44769,0.05,632,44668,0.005,0.22891749441623688
62.15,62.15,346,129,44958,0.05,636,44857,0.005,0.44064781069755554
59.84,59.84,346,130,45111,0.05,640,45010,0.005,0.09285661578178406
59.58,59.58,346,130,45282,0.05,644,45181,0.005,0.4242549538612366
59.27,59.27,346,131,45418,0.05,648,45317,0.005,0.025796104222536087
60.03,60.03,346,131,45632,0.05,652,45531,0.005,0.0063707889057695866
62.22,62.22,346,132,45938,0.05,656,45837,0.005,0.0022254539653658867
64.08,64.08,346,133,46241,0.05,660,46140,0.005,0.795153796672821
65.03,65.03,346,134,46448,0.05,664,46347,0.005,0.4755520522594452
67.29,67.29,346,134,46765,0.05,668,46664,0.005,0.028081664815545082
70.53,70.53,346,136,47252,0.05,672,47151,0.005,0.05197831988334656
76.03,76.03,346,138,47944,0.05,676,47843,0.005,0.833285391330719
81.82,81.82,346,140,48733,0.05,680,48632,0.005,0.7906733751296997
81.38,81.38,346,141,49119,0.05,684,49018,0.005,1.0486853122711182
